city,type,name,address,tel,price,open_time,rating,content
成都,风景名胜;公园广场;水族馆,海合安成都极地海洋公园,天府新区海洋路68号,028-66588888,170.00,以现场为准,4.5,海合安成都极地海洋公园位于天府新区海洋路68号，门票170.00，开放时间以现场为准
成都,科教文化服务;博物馆;博物馆,成都博物馆,小河街1号,028-68277011,0.00,以现场为准,4.8,成都博物馆位于小河街1号，门票0.00，开放时间以现场为准
成都,风景名胜;公园广场;公园,锦城湖2号湖区,锦城大道1333号锦城湖内(东侧),无,以现场为准,24小时营业,4.8,锦城湖2号湖区位于锦城大道1333号锦城湖内(东侧)，门票以现场为准，开放时间24小时营业
成都,风景名胜;公园广场;公园,白鹭湾湿地公园,湿地路,无,以现场为准,24小时营业,4.7,白鹭湾湿地公园位于湿地路，门票以现场为准，开放时间24小时营业
成都,风景名胜;公园广场;公园,南湖公园,华阳街道南湖北路与南湖东路交叉路口东北角,17628020618,以现场为准,09:30-17:30,4.7,南湖公园位于华阳街道南湖北路与南湖东路交叉路口东北角，门票以现场为准，开放时间09:30-17:30
成都,风景名胜;公园广场;公园,锦江公园,锦江大道与科华南路辅路交叉口东140米,无,以现场为准,以现场为准,4.5,锦江公园位于锦江大道与科华南路辅路交叉口东140米，门票以现场为准，开放时间以现场为准
成都,风景名胜;风景名胜;寺庙道观,文殊院,文殊院街66号(文殊院地铁站K口步行400米),028-86930623;028-86932375,0.00,08:00-17:00,4.9,文殊院位于文殊院街66号(文殊院地铁站K口步行400米)，门票0.00，开放时间08:00-17:00
成都,风景名胜;公园广场;城市广场,锦城广场,天府大道北段1656号,无,以现场为准,24小时营业,4.5,锦城广场位于天府大道北段1656号，门票以现场为准，开放时间24小时营业
成都,风景名胜;风景名胜;国家级景点,成都大熊猫繁育研究基地,熊猫大道1375号,028-83510033,58.00,以现场为准,4.6,成都大熊猫繁育研究基地位于熊猫大道1375号，门票58.00，开放时间以现场为准
成都,科教文化服务;博物馆;博物馆,成都杜甫草堂博物馆,青华路37号,028-68921800;028-87345202;028-87327392,50.00,09:00-18:00,4.8,成都杜甫草堂博物馆位于青华路37号，门票50.00，开放时间09:00-18:00
成都,风景名胜;公园广场;公园,月牙湖,桂溪街道吉庆一路与吉瑞一路交汇处东南角,无,以现场为准,24小时营业,4.5,月牙湖位于桂溪街道吉庆一路与吉瑞一路交汇处东南角，门票以现场为准，开放时间24小时营业
成都,风景名胜;风景名胜;风景名胜,天府芙蓉园,簇马路一段69号,028-60196216,20.00,以现场为准,4.5,天府芙蓉园位于簇马路一段69号，门票20.00，开放时间以现场为准
成都,风景名胜;公园广场;公园,塔子山公园,迎晖路222号(塔子山公园地铁站D口步行280米),无,51.00,09:00-18:00,4.7,塔子山公园位于迎晖路222号(塔子山公园地铁站D口步行280米)，门票51.00，开放时间09:00-18:00
成都,风景名胜;公园广场;城市广场,和平社区广场,天仁北一街与天和路交汇处西北50米,无,以现场为准,24小时营业,4.6,和平社区广场位于天仁北一街与天和路交汇处西北50米，门票以现场为准，开放时间24小时营业
成都,风景名胜;风景名胜;寺庙道观,大慈寺,大慈寺路21-23号(春熙路地铁站C口步行360米),028-86658341,0.00,06:30-17:30,4.8,大慈寺位于大慈寺路21-23号(春熙路地铁站C口步行360米)，门票0.00，开放时间06:30-17:30
成都,风景名胜;公园广场;公园,水井坊锦江体育公园,委党校斜对面,无,以现场为准,09:00-22:00,4.7,水井坊锦江体育公园位于委党校斜对面，门票以现场为准，开放时间09:00-22:00
成都,风景名胜;风景名胜;教堂,基督教光音堂,天府一街888号,028-85179217,以现场为准,09:00-17:00,4.7,基督教光音堂位于天府一街888号，门票以现场为准，开放时间09:00-17:00
成都,科教文化服务;博物馆;博物馆,四川博物院,青华路5号,028-65521888;028-65521581,0.00,以现场为准,4.7,四川博物院位于青华路5号，门票0.00，开放时间以现场为准
成都,科教文化服务;博物馆;博物馆,四川大学博物馆,望江路19号,028-85412313,30.00,以现场为准,4.8,四川大学博物馆位于望江路19号，门票30.00，开放时间以现场为准
成都,体育休闲服务;休闲场所;休闲场所|风景名胜;风景名胜;风景名胜|商务住宅;产业园区;产业园区,浓园国际艺术村,簇桥武侯大道新苗村5组,028-85023618;028-85013668;13183834367,32.00,08:30-20:00,4.4,浓园国际艺术村位于簇桥武侯大道新苗村5组，门票32.00，开放时间08:30-20:00
成都,风景名胜;风景名胜;寺庙道观,近慈寺,剑南大道北段899号,无,以现场为准,以现场为准,4.6,近慈寺位于剑南大道北段899号，门票以现场为准，开放时间以现场为准
成都,生活服务;售票处;售票处|风景名胜;风景名胜相关;旅游景点,夜游锦江(东门码头),海成大厦西南门东70米,028-84542250,以现场为准,14:30-21:50 14:30-21:50 14:30-21:50 14:30-21:50 14:30-21:50 14:30-21:50,4.7,夜游锦江(东门码头)位于海成大厦西南门东70米，门票以现场为准，开放时间14:30-21:50 14:30-21:50 14:30-21:50 14:30-21:50 14:30-21:50 14:30-21:50
成都,商务住宅;产业园区;产业园区,梵木Flying国际文创公园,太平寺西路3号,15680863982;19180639927,以现场为准,24小时营业,4.6,梵木Flying国际文创公园位于太平寺西路3号，门票以现场为准，开放时间24小时营业
成都,风景名胜;公园广场;公园广场,博雅城市广场,雅和北二路和新裕路交汇处(广都地铁站C口步行460米),无,以现场为准,24小时营业,4.8,博雅城市广场位于雅和北二路和新裕路交汇处(广都地铁站C口步行460米)，门票以现场为准，开放时间24小时营业
成都,风景名胜;风景名胜;风景名胜|餐饮服务;中餐厅;中餐厅,西蜀廊桥古镇,桂溪街道成都市高新区世纪城路166号附280号,无,以现场为准,05:00-21:00,4.1,西蜀廊桥古镇位于桂溪街道成都市高新区世纪城路166号附280号，门票以现场为准，开放时间05:00-21:00
成都,风景名胜;风景名胜;寺庙道观,青羊宫,一环路西二段9-附2号,028-87766584,10.00,08:00-18:00,4.8,青羊宫位于一环路西二段9-附2号，门票10.00，开放时间08:00-18:00
成都,风景名胜;公园广场;动物园,成都动物园,昭觉寺南路234号(动物园地铁站A口步行460米),028-83516651,20.00,以现场为准,4.8,成都动物园位于昭觉寺南路234号(动物园地铁站A口步行460米)，门票20.00，开放时间以现场为准
成都,风景名胜;风景名胜相关;旅游景点,新川之心公园东区,高新区锦和路与新裕路交汇处,无,以现场为准,24小时营业,4.6,新川之心公园东区位于高新区锦和路与新裕路交汇处，门票以现场为准，开放时间24小时营业
成都,科教文化服务;博物馆;博物馆,金沙遗址博物馆,金沙遗址路2号(金沙博物馆地铁站C口步行200米),028-87303522;028-87303533,40.00,以现场为准,4.8,金沙遗址博物馆位于金沙遗址路2号(金沙博物馆地铁站C口步行200米)，门票40.00，开放时间以现场为准
成都,风景名胜;公园广场;公园,桂龙公园,世纪城南路67号附近,无,以现场为准,24小时营业,4.6,桂龙公园位于世纪城南路67号附近，门票以现场为准，开放时间24小时营业
成都,商务住宅;商务住宅相关;商务住宅相关,哥谭广场,盛安街与益州大道中段交叉口西南40米,13458659728,以现场为准,以现场为准,4.5,哥谭广场位于盛安街与益州大道中段交叉口西南40米，门票以现场为准，开放时间以现场为准
成都,风景名胜;公园广场;公园,浣花溪公园,草堂街道青华路9号(近杜甫草堂),028-87384099,23.00,06:00-22:00,4.8,浣花溪公园位于草堂街道青华路9号(近杜甫草堂)，门票23.00，开放时间06:00-22:00
成都,风景名胜;公园广场;公园,锦城湖4号公园,锦城湖立交附近,无,以现场为准,09:00-20:00,4.5,锦城湖4号公园位于锦城湖立交附近，门票以现场为准，开放时间09:00-20:00
成都,风景名胜;公园广场;公园,青龙湖湿地公园,十陵风景区内,无,以现场为准,24小时营业,4.7,青龙湖湿地公园位于十陵风景区内，门票以现场为准，开放时间24小时营业
成都,体育休闲服务;休闲场所;游乐场,南湖梦幻岛,南湖大道588号,028-61906688,以现场为准,以现场为准,4.7,南湖梦幻岛位于南湖大道588号，门票以现场为准，开放时间以现场为准
成都,科教文化服务;博物馆;博物馆,成都自然博物馆,成华大道十里店路88号(十里店地铁站B口步行110米),028-60828500,以现场为准,以现场为准,4.8,成都自然博物馆位于成华大道十里店路88号(十里店地铁站B口步行110米)，门票以现场为准，开放时间以现场为准
成都,体育休闲服务;休闲场所;游乐场,成都欢乐谷,西华街道西华大道16号,028-61898118,200.00,以现场为准,4.8,成都欢乐谷位于西华街道西华大道16号，门票200.00，开放时间以现场为准
成都,风景名胜;公园广场;公园,骑龙中水湿地公园,桂溪街办临江村,无,以现场为准,09:00-22:00,4.5,骑龙中水湿地公园位于桂溪街办临江村，门票以现场为准，开放时间09:00-22:00
成都,风景名胜;风景名胜;风景名胜,麓湖水城景区,天府新区天府大道南延线,028-60616886,以现场为准,09:00-20:00,4.7,麓湖水城景区位于天府新区天府大道南延线，门票以现场为准，开放时间09:00-20:00
成都,风景名胜;风景名胜;风景名胜,玉林四巷爱转角文创街区,玉林街6号附4号,无,以现场为准,10:00-22:00,4.5,玉林四巷爱转角文创街区位于玉林街6号附4号，门票以现场为准，开放时间10:00-22:00
成都,风景名胜;公园广场;公园,南站公园,桐梓林壹号4栋2单元603室,无,以现场为准,24小时营业,4.6,南站公园位于桐梓林壹号4栋2单元603室，门票以现场为准，开放时间24小时营业
成都,风景名胜;公园广场;公园,沙河东篱翠湖公园,柳翠路213号,028-85954999,以现场为准,24小时营业,4.6,沙河东篱翠湖公园位于柳翠路213号，门票以现场为准，开放时间24小时营业
成都,风景名胜;公园广场;公园,文化公园,琴台路73号(青羊宫地铁站C口旁),028-87769637,以现场为准,06:00-22:00,4.7,文化公园位于琴台路73号(青羊宫地铁站C口旁)，门票以现场为准，开放时间06:00-22:00
成都,风景名胜;风景名胜;风景名胜|体育休闲服务;体育休闲服务场所;体育休闲服务场所,江家艺苑,幸福路151号,028-84093509;15181268001,以现场为准,以现场为准,4.8,江家艺苑位于幸福路151号，门票以现场为准，开放时间以现场为准
成都,风景名胜;公园广场;公园,极地海洋公园,华阳街道天府大道南段2039-1号,无,以现场为准,以现场为准,4.8,极地海洋公园位于华阳街道天府大道南段2039-1号，门票以现场为准，开放时间以现场为准
成都,风景名胜;风景名胜;国家级景点,幸福梅林,锦江大道,028-84676767;13540635983,0.00,24小时营业,4.6,幸福梅林位于锦江大道，门票0.00，开放时间24小时营业
成都,体育休闲服务;运动场馆;综合体育馆,东安湖体育公园,东安街道体育公园路16号、18号、20号、22号,028-88424008;028-88462726,以现场为准,10:00-21:00,4.8,东安湖体育公园位于东安街道体育公园路16号、18号、20号、22号，门票以现场为准，开放时间10:00-21:00
成都,风景名胜;公园广场;公园,天府艺术公园,金泉街道金牛大道金牛坝路388号,无,以现场为准,08:00-17:00,4.8,天府艺术公园位于金泉街道金牛大道金牛坝路388号，门票以现场为准，开放时间08:00-17:00
成都,风景名胜;风景名胜相关;旅游景点,东安湖国际旅游度假区,湖岸北路与文运街交叉口东南420米,028-83476860,以现场为准,07:00-17:00,4.7,东安湖国际旅游度假区位于湖岸北路与文运街交叉口东南420米，门票以现场为准，开放时间07:00-17:00
成都,风景名胜;公园广场;公园,簇锦公园,福锦路二段268号,无,以现场为准,11:00-21:00,4.4,簇锦公园位于福锦路二段268号，门票以现场为准，开放时间11:00-21:00
成都,风景名胜;公园广场;公园,天府公园,天府新区天府大道南二段与杭州路交叉口南,无,以现场为准,08:00-18:00,4.7,天府公园位于天府新区天府大道南二段与杭州路交叉口南，门票以现场为准，开放时间08:00-18:00
成都,风景名胜;公园广场;城市广场,中和广场,新下街244号靠近锦华建材家私城,无,以现场为准,以现场为准,4.5,中和广场位于新下街244号靠近锦华建材家私城，门票以现场为准，开放时间以现场为准
成都,商务住宅;产业园区;产业园区,1906创意工厂,高攀路26号7322厂,无,以现场为准,09:00-22:00,4.4,1906创意工厂位于高攀路26号7322厂，门票以现场为准，开放时间09:00-22:00
成都,风景名胜;风景名胜;风景名胜,文殊坊,草市街街道文殊院大街66号(近省市政务中心),028-86510706,0.00,24小时营业,4.8,文殊坊位于草市街街道文殊院大街66号(近省市政务中心)，门票0.00，开放时间24小时营业
成都,风景名胜;风景名胜;风景名胜,兴隆湖湿地公园,天府新区,无,以现场为准,24小时营业,4.8,兴隆湖湿地公园位于天府新区，门票以现场为准，开放时间24小时营业
成都,风景名胜;风景名胜;风景名胜,国际非物质文化遗产博览园,光华大道二段601号,028-87077777,0.00,以现场为准,4.4,国际非物质文化遗产博览园位于光华大道二段601号，门票0.00，开放时间以现场为准
成都,风景名胜;公园广场;公园,新华公园,双林路87号,028-84341572,以现场为准,07:00-21:00,4.7,新华公园位于双林路87号，门票以现场为准，开放时间07:00-21:00
成都,风景名胜;公园广场;公园,东安湖公园,龙泉街道都市汽车城大道四段辅路,028-83476860,以现场为准,09:00-22:00,4.7,东安湖公园位于龙泉街道都市汽车城大道四段辅路，门票以现场为准，开放时间09:00-22:00
成都,风景名胜;风景名胜;寺庙道观,昭觉寺,昭青路333号,028-83501419,0.00,08:00-17:00,1.9,昭觉寺位于昭青路333号，门票0.00，开放时间08:00-17:00
成都,风景名胜;公园广场;水族馆,浩海立方海洋公园,蛟龙大道21号海滨城购物中心3F层,028-85755566;028-85755588,128.00,09:00-22:00,4.7,浩海立方海洋公园位于蛟龙大道21号海滨城购物中心3F层，门票128.00，开放时间09:00-22:00
成都,风景名胜;公园广场;城市广场,太古里东广场,纱帽街8号(春熙路地铁站出入口步行410米),无,以现场为准,24小时营业,4.7,太古里东广场位于纱帽街8号(春熙路地铁站出入口步行410米)，门票以现场为准，开放时间24小时营业
成都,风景名胜;公园广场;城市广场,华阳音乐广场,安公路三段,无,以现场为准,24小时营业,4.7,华阳音乐广场位于安公路三段，门票以现场为准，开放时间24小时营业
成都,风景名胜;公园广场;公园,成飞公园,纬一路220号,028-81192636,以现场为准,09:00-22:00,4.7,成飞公园位于纬一路220号，门票以现场为准，开放时间09:00-22:00
成都,风景名胜;公园广场;公园,百花潭公园,芳邻路5号,028-87035890,0.00,24小时营业,4.8,百花潭公园位于芳邻路5号，门票0.00，开放时间24小时营业
成都,风景名胜;公园广场;公园,锦城湖,锦城大道1333号,无,以现场为准,24小时营业,4.8,锦城湖位于锦城大道1333号，门票以现场为准，开放时间24小时营业
成都,风景名胜;风景名胜;风景名胜|餐饮服务;餐饮相关场所;餐饮相关,锦里古街,武侯祠大街231号附1号,028-66311313;028-66311333;028-85538914,0.00,24小时营业,4.7,锦里古街位于武侯祠大街231号附1号，门票0.00，开放时间24小时营业
成都,风景名胜;风景名胜;风景名胜,安顺廊桥,滨江东路66号,无,0.00,24小时营业,4.7,安顺廊桥位于滨江东路66号，门票0.00，开放时间24小时营业
成都,风景名胜;公园广场;城市广场,庙山广场,新兴镇庙山街,无,以现场为准,24小时营业,4.4,庙山广场位于新兴镇庙山街，门票以现场为准，开放时间24小时营业
