city,type,name,address,tel,price,open_time,rating,content
成都,住宿服务;宾馆酒店;宾馆酒店,宏鼎商务酒店(菁华路),菁华路47号,028-83692898,以现场为准,以现场为准,4.7,宏鼎商务酒店(菁华路)位于菁华路47号，电话028-83692898，评分4.7
成都,住宿服务;宾馆酒店;宾馆酒店,奥林酒店(建设中路),简城镇建设中路235号,028-27014288;028-27014666,以现场为准,以现场为准,4.7,奥林酒店(建设中路)位于简城镇建设中路235号，电话028-27014288;028-27014666，评分4.7
成都,住宿服务;宾馆酒店;宾馆酒店,成都林卡酒店公寓,梨花街12号城市理想A座9层21号,13684015148;18884130133,以现场为准,以现场为准,4.3,成都林卡酒店公寓位于梨花街12号城市理想A座9层21号，电话13684015148;18884130133，评分4.3
成都,住宿服务;宾馆酒店;宾馆酒店,成来大酒店,大丰镇蓉北路一段178号,028-89361688;028-89361818;15198206979,以现场为准,以现场为准,4.3,成来大酒店位于大丰镇蓉北路一段178号，电话028-89361688;028-89361818;15198206979，评分4.3
成都,住宿服务;宾馆酒店;宾馆酒店,成都爱尚格调酒店(宽窄巷子店),槐树街47号(近宽窄巷子、永陵博物馆),028-61507988,以现场为准,以现场为准,4.2,成都爱尚格调酒店(宽窄巷子店)位于槐树街47号(近宽窄巷子、永陵博物馆)，电话028-61507988，评分4.2
成都,住宿服务;宾馆酒店;宾馆酒店,鑫金鹿酒店(成都龙湖上城天街店),五丁路6号2层,028-83190358,以现场为准,以现场为准,4.2,鑫金鹿酒店(成都龙湖上城天街店)位于五丁路6号2层，电话028-83190358，评分4.2
成都,住宿服务;宾馆酒店;宾馆酒店,成都甲壳商务酒店,建设巷14号甲壳特区2层202室,13699472619;15680804069,以现场为准,以现场为准,4.2,成都甲壳商务酒店位于建设巷14号甲壳特区2层202室，电话13699472619;15680804069，评分4.2
成都,住宿服务;宾馆酒店;经济型连锁酒店,速8酒店(成都蜀汉路东地铁站店),抚琴西路171号3层(蜀汉路东地铁站C口步行440米),028-83338863;18190777023,以现场为准,以现场为准,4.1,速8酒店(成都蜀汉路东地铁站店)位于抚琴西路171号3层(蜀汉路东地铁站C口步行440米)，电话028-83338863;18190777023，评分4.1
成都,住宿服务;宾馆酒店;宾馆酒店,鑫豪酒店,花都大道438号(石犀公园地铁站E口步行390米),028-83911471;18980715567,以现场为准,以现场为准,4.2,鑫豪酒店位于花都大道438号(石犀公园地铁站E口步行390米)，电话028-83911471;18980715567，评分4.2
成都,住宿服务;住宿服务相关;住宿服务相关,Hewoo筑梦空间青年公寓(成都东站店),东方新城2期1栋4单元11层,18880488131,以现场为准,以现场为准,4.8,Hewoo筑梦空间青年公寓(成都东站店)位于东方新城2期1栋4单元11层，电话18880488131，评分4.8
成都,住宿服务;旅馆招待所;青年旅舍,成都青柚共享酒店(文殊院骡马市地铁站店),西玉龙街小福建营巷5号(骡马市地铁站F口步行180米),028-86664246;028-86664346,以现场为准,以现场为准,4.8,成都青柚共享酒店(文殊院骡马市地铁站店)位于西玉龙街小福建营巷5号(骡马市地铁站F口步行180米)，电话028-86664246;028-86664346，评分4.8
成都,住宿服务;宾馆酒店;宾馆酒店,成都1休·上城酒店,郫筒镇一里阳光街396号1号楼,028-87800568;028-87800990,以现场为准,以现场为准,4.0,成都1休·上城酒店位于郫筒镇一里阳光街396号1号楼，电话028-87800568;028-87800990，评分4.0
成都,住宿服务;宾馆酒店;宾馆酒店,美居亚酒店(电子科技大学百草路地铁站店),蜀西路78号1栋1单元14层14001号,028-87777003,以现场为准,以现场为准,5.0,美居亚酒店(电子科技大学百草路地铁站店)位于蜀西路78号1栋1单元14层14001号，电话028-87777003，评分5.0
成都,住宿服务;宾馆酒店;三星级宾馆,成都泰通世纪酒店(双流国际机场店),清泰路二段64-74号,028-85830488;17308025158,以现场为准,以现场为准,3.8,成都泰通世纪酒店(双流国际机场店)位于清泰路二段64-74号，电话028-85830488;17308025158，评分3.8
成都,住宿服务;旅馆招待所;青年旅舍,客来轩青年旅店,日月大道一段978号3栋2单元2119室,15828605176,以现场为准,以现场为准,4.9,客来轩青年旅店位于日月大道一段978号3栋2单元2119室，电话15828605176，评分4.9
成都,住宿服务;宾馆酒店;宾馆酒店,凯菲酒店,龙城大道7号附1号2层,028-69285588,以现场为准,以现场为准,4.8,凯菲酒店位于龙城大道7号附1号2层，电话028-69285588，评分4.8
成都,住宿服务;宾馆酒店;宾馆酒店,悠然酒店(温江大学城财大东门店),南熏大道三段270(和平社区三楼),17360177769,以现场为准,以现场为准,4.6,悠然酒店(温江大学城财大东门店)位于南熏大道三段270(和平社区三楼)，电话17360177769，评分4.6
成都,住宿服务;宾馆酒店;四星级宾馆,成都君临商务酒店,建设北路三段2号龙湖三千星座B栋21层,028-86306111,以现场为准,以现场为准,4.7,成都君临商务酒店位于建设北路三段2号龙湖三千星座B栋21层，电话028-86306111，评分4.7
成都,住宿服务;住宿服务相关;住宿服务相关,轻住·悦享酒店(成都火车北站地铁站金牛万达广场店),二环路北二段8号(火车北站地铁站F口步行310米),028-87333459,以现场为准,以现场为准,4.9,轻住·悦享酒店(成都火车北站地铁站金牛万达广场店)位于二环路北二段8号(火车北站地铁站F口步行310米)，电话028-87333459，评分4.9
成都,住宿服务;宾馆酒店;经济型连锁酒店,如家酒店(成都武侯生活广场红牌楼地铁站店),高升桥路23号红牌楼商业区A座1-2层B座3层,028-61067336,以现场为准,以现场为准,4.3,如家酒店(成都武侯生活广场红牌楼地铁站店)位于高升桥路23号红牌楼商业区A座1-2层B座3层，电话028-61067336，评分4.3
成都,住宿服务;宾馆酒店;经济型连锁酒店,如家酒店(成都火车北站荷花池店),二环路北三段130号,028-69362222;4008203333,以现场为准,以现场为准,4.7,如家酒店(成都火车北站荷花池店)位于二环路北三段130号，电话028-69362222;4008203333，评分4.7
成都,住宿服务;宾馆酒店;宾馆酒店,管家酒店(成都双桥路地铁站万象城店),万年场双林南支路10号(地铁4号线双桥路D出口处万象城对面),028-66315000;028-66315008;18081993930,以现场为准,以现场为准,3.9,管家酒店(成都双桥路地铁站万象城店)位于万年场双林南支路10号(地铁4号线双桥路D出口处万象城对面)，电话028-66315000;028-66315008;18081993930，评分3.9
成都,住宿服务;宾馆酒店;经济型连锁酒店,速8酒店(成都一品天下店),蜀汉路426号附3号上城建筑,028-61990046;028-61990388,以现场为准,以现场为准,4.6,速8酒店(成都一品天下店)位于蜀汉路426号附3号上城建筑，电话028-61990046;028-61990388，评分4.6
成都,住宿服务;宾馆酒店;经济型连锁酒店,布丁严选酒店(成都火车东站牛市口地铁站万象城店),牛市口路30号,028-69920018;028-85013275,以现场为准,以现场为准,4.1,布丁严选酒店(成都火车东站牛市口地铁站万象城店)位于牛市口路30号，电话028-69920018;028-85013275，评分4.1
成都,住宿服务;宾馆酒店;宾馆酒店,希美登酒店(成都川师大店),静渝路31号(火车东站地区),028-84788337,以现场为准,以现场为准,4.2,希美登酒店(成都川师大店)位于静渝路31号(火车东站地区)，电话028-84788337，评分4.2
成都,住宿服务;宾馆酒店;经济型连锁酒店,如家快捷酒店(成都宽窄巷子店),长发街55号附9号,028-86263355;028-86635599,以现场为准,以现场为准,4.6,如家快捷酒店(成都宽窄巷子店)位于长发街55号附9号，电话028-86263355;028-86635599，评分4.6
成都,住宿服务;宾馆酒店;宾馆酒店,漫花园酒店,二环路东五段9号(万达广场对面)兴熙北旁,028-87675999,以现场为准,以现场为准,4.2,漫花园酒店位于二环路东五段9号(万达广场对面)兴熙北旁，电话028-87675999，评分4.2
成都,住宿服务;宾馆酒店;经济型连锁酒店|购物服务;便民商店/便利店;便民商店/便利店,7天优品酒店(成都犀浦地铁站犀浦万达广场店),犀浦镇珠江东路111号,028-61833277;028-61833602,以现场为准,以现场为准,4.5,7天优品酒店(成都犀浦地铁站犀浦万达广场店)位于犀浦镇珠江东路111号，电话028-61833277;028-61833602，评分4.5
成都,住宿服务;旅馆招待所;旅馆招待所|住宿服务;宾馆酒店;宾馆酒店,新逸途悦酒店(成都世纪城新会展中心店),区高新区中和街道天化衙4号,028-81500508,以现场为准,以现场为准,4.7,新逸途悦酒店(成都世纪城新会展中心店)位于区高新区中和街道天化衙4号，电话028-81500508，评分4.7
成都,住宿服务;宾馆酒店;经济型连锁酒店,7天酒店(成都杜甫草堂西南财大龙爪堰地铁站店),晋平街77号红运花园1期7天酒店前台,028-65316688,以现场为准,以现场为准,4.2,7天酒店(成都杜甫草堂西南财大龙爪堰地铁站店)位于晋平街77号红运花园1期7天酒店前台，电话028-65316688，评分4.2
成都,住宿服务;宾馆酒店;经济型连锁酒店,锦江之星酒店(成都春熙路太古里IFS店),东风路二段15号,028-84478588;18180777206,以现场为准,以现场为准,4.4,锦江之星酒店(成都春熙路太古里IFS店)位于东风路二段15号，电话028-84478588;18180777206，评分4.4
成都,住宿服务;宾馆酒店;经济型连锁酒店,布丁酒店(成都春熙路地铁站太古里中心店),城守东大街段6号蓝光大厦6层,028-62505085;028-62507090,以现场为准,以现场为准,4.6,布丁酒店(成都春熙路地铁站太古里中心店)位于城守东大街段6号蓝光大厦6层，电话028-62505085;028-62507090，评分4.6
成都,住宿服务;宾馆酒店;经济型连锁酒店,7天酒店(成都火车站荷花池店),八里桥85号近火车北站地铁一号线C出口,028-66136888;028-83111977,以现场为准,以现场为准,4.5,7天酒店(成都火车站荷花池店)位于八里桥85号近火车北站地铁一号线C出口，电话028-66136888;028-83111977，评分4.5
成都,住宿服务;宾馆酒店;经济型连锁酒店,凯宾酒店(成都青白江万达店),青江中路288号,028-61580777;028-83613888,以现场为准,以现场为准,4.5,凯宾酒店(成都青白江万达店)位于青江中路288号，电话028-61580777;028-83613888，评分4.5
成都,住宿服务;住宿服务相关;住宿服务相关,背包十年青年旅舍(成都太古里春熙路店),北新街26号3/4/5/6,19113570039,以现场为准,以现场为准,4.8,背包十年青年旅舍(成都太古里春熙路店)位于北新街26号3/4/5/6，电话19113570039，评分4.8
成都,住宿服务;宾馆酒店;经济型连锁酒店,凯宾连锁酒店(成都九眼桥川大川音店),一环路南一段9号,028-85435588;028-85459933;4008604588,以现场为准,以现场为准,3.7,凯宾连锁酒店(成都九眼桥川大川音店)位于一环路南一段9号，电话028-85435588;028-85459933;4008604588，评分3.7
成都,住宿服务;宾馆酒店;宾馆酒店,巢壳酒店(成都东郊记忆理工大学地铁站店),中环路二仙桥东路段46号22-25层,028-67670666,以现场为准,以现场为准,4.8,巢壳酒店(成都东郊记忆理工大学地铁站店)位于中环路二仙桥东路段46号22-25层，电话028-67670666，评分4.8
成都,住宿服务;宾馆酒店;宾馆酒店,云锦Hotel·自助酒店,大面街道新建路118号18栋11楼1133号,13880525160,以现场为准,以现场为准,4.8,云锦Hotel·自助酒店位于大面街道新建路118号18栋11楼1133号，电话13880525160，评分4.8
成都,住宿服务;宾馆酒店;宾馆酒店|住宿服务;旅馆招待所;旅馆招待所,成都申通酒店(锦里武侯祠店),浆洗街9号亿年大厦3层,028-83409989,以现场为准,以现场为准,3.6,成都申通酒店(锦里武侯祠店)位于浆洗街9号亿年大厦3层，电话028-83409989，评分3.6
成都,住宿服务;宾馆酒店;宾馆酒店,威登酒店(春熙路店),暑袜北二街89号,028-86009555;028-86755555,以现场为准,以现场为准,4.5,威登酒店(春熙路店)位于暑袜北二街89号，电话028-86009555;028-86755555，评分4.5
成都,住宿服务;宾馆酒店;经济型连锁酒店,7天酒店(成都宽窄巷子文殊院地铁站店),宁夏街1号,028-82883152,以现场为准,以现场为准,4.2,7天酒店(成都宽窄巷子文殊院地铁站店)位于宁夏街1号，电话028-82883152，评分4.2
成都,住宿服务;宾馆酒店;宾馆酒店,归源臻品酒店(成都五粮液文化体育中心保利大都汇店),大丰街道大天路700号保利广场3栋10楼,028-60896263,以现场为准,以现场为准,4.9,归源臻品酒店(成都五粮液文化体育中心保利大都汇店)位于大丰街道大天路700号保利广场3栋10楼，电话028-60896263，评分4.9
成都,住宿服务;旅馆招待所;青年旅舍,近未来美术馆旅舍(春熙路太古里店),中道街153号附18-19号,19180673041,以现场为准,以现场为准,4.6,近未来美术馆旅舍(春熙路太古里店)位于中道街153号附18-19号，电话19180673041，评分4.6
成都,住宿服务;宾馆酒店;宾馆酒店,蓉城假日酒店,玉双路21号,028-64271859;028-83501888,以现场为准,以现场为准,4.7,蓉城假日酒店位于玉双路21号，电话028-64271859;028-83501888，评分4.7
成都,住宿服务;宾馆酒店;宾馆酒店,乐逸酒店(成都龙泉店),三盛都会城6栋(车城东七路745号),028-60612290;18328017003,以现场为准,以现场为准,4.9,乐逸酒店(成都龙泉店)位于三盛都会城6栋(车城东七路745号)，电话028-60612290;18328017003，评分4.9
成都,住宿服务;宾馆酒店;经济型连锁酒店,99旅馆连锁(共和村商务楼店),共和路红瓦寺共和村5号商务大楼三层,028-65356101,以现场为准,以现场为准,4.7,99旅馆连锁(共和村商务楼店)位于共和路红瓦寺共和村5号商务大楼三层，电话028-65356101，评分4.7
成都,住宿服务;宾馆酒店;宾馆酒店,TATATA青年旅舍(理工大学店),二仙桥东路60号中环光悦居1栋101号,17323273349,以现场为准,以现场为准,4.8,TATATA青年旅舍(理工大学店)位于二仙桥东路60号中环光悦居1栋101号，电话17323273349，评分4.8
成都,住宿服务;宾馆酒店;经济型连锁酒店,如家酒店(成都玉林生活广场倪家桥地铁站店),二环路南三段9号,028-82861900;028-82861999,以现场为准,以现场为准,4.8,如家酒店(成都玉林生活广场倪家桥地铁站店)位于二环路南三段9号，电话028-82861900;028-82861999，评分4.8
成都,住宿服务;宾馆酒店;宾馆酒店,禧瑞酒店(成都华西医院省体育馆地铁站店),玉林北街2号,028-85535500,以现场为准,以现场为准,4.8,禧瑞酒店(成都华西医院省体育馆地铁站店)位于玉林北街2号，电话028-85535500，评分4.8
成都,住宿服务;住宿服务相关;住宿服务相关,速8酒店(简阳香港城新民街店),简城新民街121号王府景.熙园A座,028-60392588,以现场为准,以现场为准,4.7,速8酒店(简阳香港城新民街店)位于简城新民街121号王府景.熙园A座，电话028-60392588，评分4.7
成都,住宿服务;住宿服务相关;住宿服务相关,7天酒店(成都华西玉林路省体育馆地铁站店),一环路南三段25号地铁A出口直走700米,13402802737,以现场为准,以现场为准,4.9,7天酒店(成都华西玉林路省体育馆地铁站店)位于一环路南三段25号地铁A出口直走700米，电话13402802737，评分4.9
成都,住宿服务;宾馆酒店;宾馆酒店,凯悦精品酒店(成都双流机场海滨城店),蛟龙大道422号,028-63079009,以现场为准,以现场为准,4.8,凯悦精品酒店(成都双流机场海滨城店)位于蛟龙大道422号，电话028-63079009，评分4.8
成都,住宿服务;宾馆酒店;宾馆酒店,速8优选酒店(成都新都桂湖公园店),新都外南街1号(清源桥),028-60896356,以现场为准,以现场为准,4.8,速8优选酒店(成都新都桂湖公园店)位于新都外南街1号(清源桥)，电话028-60896356，评分4.8
成都,住宿服务;宾馆酒店;经济型连锁酒店,成都宜佳快捷酒店,西航港街道顺风路38号(大麦当劳空港店对面),028-85636366,以现场为准,以现场为准,4.5,成都宜佳快捷酒店位于西航港街道顺风路38号(大麦当劳空港店对面)，电话028-85636366，评分4.5
成都,住宿服务;宾馆酒店;宾馆酒店,水电七局商务酒店,长清路425、427号,028-87880166,以现场为准,以现场为准,4.6,水电七局商务酒店位于长清路425、427号，电话028-87880166，评分4.6
成都,住宿服务;宾馆酒店;四星级宾馆,太成宾馆,武侯祠大街83号,无,以现场为准,以现场为准,4.8,太成宾馆位于武侯祠大街83号，电话无，评分4.8
成都,住宿服务;宾馆酒店;经济型连锁酒店,锦江之星酒店(成都宽窄巷子金仙桥店),北巷子金仙桥路5号,028-87682266;028-87684324;4008209999,以现场为准,以现场为准,4.3,锦江之星酒店(成都宽窄巷子金仙桥店)位于北巷子金仙桥路5号，电话028-87682266;028-87684324;4008209999，评分4.3
成都,住宿服务;宾馆酒店;经济型连锁酒店|购物服务;服装鞋帽皮具店;服装鞋帽皮具店,全季酒店(成都春熙路IFS国金中心店),总府路8号1栋18层,028-65025555,以现场为准,以现场为准,4.6,全季酒店(成都春熙路IFS国金中心店)位于总府路8号1栋18层，电话028-65025555，评分4.6
成都,住宿服务;宾馆酒店;经济型连锁酒店,格林豪泰酒店(成都龙湖北城天街福宁路地铁站店),五福桥东路6号6-1号附3号,028-65197998,以现场为准,以现场为准,4.9,格林豪泰酒店(成都龙湖北城天街福宁路地铁站店)位于五福桥东路6号6-1号附3号，电话028-65197998，评分4.9
成都,住宿服务;宾馆酒店;经济型连锁酒店,如家快捷酒店(成都青白江和谐广场安居路店),安居路50号,028-83650999,以现场为准,以现场为准,4.8,如家快捷酒店(成都青白江和谐广场安居路店)位于安居路50号，电话028-83650999，评分4.8
成都,住宿服务;宾馆酒店;四星级宾馆,成都绿茵荷泰酒店(一品天下店),青羊大道北同兴路8号(一品天下地铁站B口步行390米),028-87530720;028-87536888,以现场为准,以现场为准,4.8,成都绿茵荷泰酒店(一品天下店)位于青羊大道北同兴路8号(一品天下地铁站B口步行390米)，电话028-87530720;028-87536888，评分4.8
成都,住宿服务;宾馆酒店;经济型连锁酒店|购物服务;便民商店/便利店;便民商店/便利店|公司企业;公司;公司,瑞思特(成都店),梓潼桥正街45号附5号,028-86740092;028-86753666,以现场为准,以现场为准,4.1,瑞思特(成都店)位于梓潼桥正街45号附5号，电话028-86740092;028-86753666，评分4.1
成都,体育休闲服务;度假疗养场所;度假村|餐饮服务;中餐厅;四川菜(川菜)|住宿服务;宾馆酒店;宾馆酒店,都江堰虹口新联三文鱼度假中心,镇高原村5组2号,028-87222266,以现场为准,05:00-20:00,4.8,都江堰虹口新联三文鱼度假中心位于镇高原村5组2号，电话028-87222266，评分4.8
成都,住宿服务;宾馆酒店;五星级宾馆,海悦酒店,红星路三段12号,028-81918888,以现场为准,以现场为准,4.6,海悦酒店位于红星路三段12号，电话028-81918888，评分4.6
成都,住宿服务;宾馆酒店;四星级宾馆,雅乐大酒店,一环路南三段66号(衣冠庙地铁站B口步行260米),028-85183267,以现场为准,以现场为准,4.3,雅乐大酒店位于一环路南三段66号(衣冠庙地铁站B口步行260米)，电话028-85183267，评分4.3
成都,住宿服务;宾馆酒店;宾馆酒店,四威苑宾馆(营康西路店),外西茶店子营康西路485号,028-87550990;028-87551188,以现场为准,以现场为准,4.5,四威苑宾馆(营康西路店)位于外西茶店子营康西路485号，电话028-87550990;028-87551188，评分4.5
成都,住宿服务;宾馆酒店;四星级宾馆,湖璟酒店,家园路19号(东坡路地铁站B口步行50米),028-87319999,以现场为准,以现场为准,4.4,湖璟酒店位于家园路19号(东坡路地铁站B口步行50米)，电话028-87319999，评分4.4
成都,住宿服务;宾馆酒店;三星级宾馆,电子科技大学宾馆,建设北路二段2号(建设北路地铁站A1口步行110米),028-83206666;028-83208888,以现场为准,以现场为准,4.4,电子科技大学宾馆位于建设北路二段2号(建设北路地铁站A1口步行110米)，电话028-83206666;028-83208888，评分4.4
成都,住宿服务;宾馆酒店;宾馆酒店,乐宾酒店,静沙南路29号,028-86787575,以现场为准,以现场为准,4.3,乐宾酒店位于静沙南路29号，电话028-86787575，评分4.3
成都,住宿服务;宾馆酒店;宾馆酒店,枫悦丽枫酒店,石桥镇大华国际B3号楼,028-27510666;18623199492,以现场为准,以现场为准,4.9,枫悦丽枫酒店位于石桥镇大华国际B3号楼，电话028-27510666;18623199492，评分4.9
成都,住宿服务;宾馆酒店;经济型连锁酒店,汉庭酒店(成都五大花园金雁路店),沙堰街40号亿通新天地1、9-13层,028-63892666,以现场为准,以现场为准,4.6,汉庭酒店(成都五大花园金雁路店)位于沙堰街40号亿通新天地1、9-13层，电话028-63892666，评分4.6
成都,住宿服务;宾馆酒店;宾馆酒店,格林·普兰特酒店,一品天下大街A区131号5幢,028-87535888;028-87561777,以现场为准,以现场为准,4.6,格林·普兰特酒店位于一品天下大街A区131号5幢，电话028-87535888;028-87561777，评分4.6
成都,住宿服务;宾馆酒店;四星级宾馆,缤纷假日酒店,白丝街2号(太升南路地铁站D口步行300米),028-86533230,以现场为准,以现场为准,4.0,缤纷假日酒店位于白丝街2号(太升南路地铁站D口步行300米)，电话028-86533230，评分4.0
成都,住宿服务;宾馆酒店;四星级宾馆,凉山宾馆,人民南路3段11号(华西坝地铁站C口步行60米),028-61815222;028-85433129,以现场为准,以现场为准,4.5,凉山宾馆位于人民南路3段11号(华西坝地铁站C口步行60米)，电话028-61815222;028-85433129，评分4.5
成都,住宿服务;宾馆酒店;宾馆酒店,天府梵境大酒店(成都天府国际机场店),八月路178号,13255815220;13551820024,以现场为准,以现场为准,4.8,天府梵境大酒店(成都天府国际机场店)位于八月路178号，电话13255815220;13551820024，评分4.8
成都,住宿服务;宾馆酒店;宾馆酒店,王者之梦电竞酒店(成都一品天下店),一品大街252号,19180921173,以现场为准,以现场为准,4.9,王者之梦电竞酒店(成都一品天下店)位于一品大街252号，电话19180921173，评分4.9
成都,住宿服务;宾馆酒店;宾馆酒店,无陨空间电竞酒店(鹏瑞利广场中坝地铁站店),光华东三路588号锦瑞广场3楼,028-85855800,以现场为准,以现场为准,4.7,无陨空间电竞酒店(鹏瑞利广场中坝地铁站店)位于光华东三路588号锦瑞广场3楼，电话028-85855800，评分4.7
成都,住宿服务;宾馆酒店;宾馆酒店,熊猫精选酒店(成都锦里武侯祠店),武侯祠大街258号(高升桥地铁站D口步行460米),028-85360517,以现场为准,以现场为准,4.7,熊猫精选酒店(成都锦里武侯祠店)位于武侯祠大街258号(高升桥地铁站D口步行460米)，电话028-85360517，评分4.7
成都,住宿服务;住宿服务相关;住宿服务相关,言之珈服务公寓(成都天府广场春熙路店),顺城大街289号(成都体育中心旁)富力-史丹尼公寓A座22层2220,13438069136,以现场为准,以现场为准,4.8,言之珈服务公寓(成都天府广场春熙路店)位于顺城大街289号(成都体育中心旁)富力-史丹尼公寓A座22层2220，电话13438069136，评分4.8
成都,住宿服务;宾馆酒店;宾馆酒店,希尔曼精品酒店(天府国际机场店),草池街道裕民街60号,028-81326666;19180957951,以现场为准,以现场为准,4.9,希尔曼精品酒店(天府国际机场店)位于草池街道裕民街60号，电话028-81326666;19180957951，评分4.9
成都,住宿服务;宾馆酒店;宾馆酒店,昱阳酒店(成都天府国际机场店),草池镇金鸡村9组71号,028-81332233;19182271981,以现场为准,以现场为准,4.7,昱阳酒店(成都天府国际机场店)位于草池镇金鸡村9组71号，电话028-81332233;19182271981，评分4.7
成都,住宿服务;宾馆酒店;宾馆酒店,来住星辰酒店(万象城双桥路地铁站店),双林中横路99号,13688366216,以现场为准,以现场为准,4.6,来住星辰酒店(万象城双桥路地铁站店)位于双林中横路99号，电话13688366216，评分4.6
成都,住宿服务;宾馆酒店;宾馆酒店,希岸·轻雅酒店(成都春熙路盐市口店),古卧龙桥街10号成物大厦6层(青石桥海鲜市场对面),028-86952288,以现场为准,以现场为准,4.2,希岸·轻雅酒店(成都春熙路盐市口店)位于古卧龙桥街10号成物大厦6层(青石桥海鲜市场对面)，电话028-86952288，评分4.2
